timestamp (ns),x,y,z,orientation_x,orientation_y,orientation_z,orientation_w,linear_vel_x,linear_vel_y,linear_vel_z,angular_vel_x,angular_vel_y,angular_vel_z
1762267313161083660,2.7592096367330377,0.01752227236949761,-0.002079304753775652,-8.528240849276858e-05,-0.0017233868593235437,0.0038914596209460982,0.9999909395622855,2.016510486602783,-0.0001249389024451375,0.016095872968435287,0.00012153864372521639,-0.015999525785446167,-1.199524285766529e-05
1762267313230972705,2.793058573864521,0.017786020902985714,-0.002145241654449336,-8.53176281961814e-05,-0.0017223499777398292,0.003892177456228357,0.9999909385519979,2.016523838043213,-0.0001242768339579925,0.016096027567982674,0.0001214873991557397,-0.01600148342549801,-1.3130691513651982e-05
1762267313290065857,2.8269072723463973,0.018049879309119183,-0.00221129732290185,-8.528487484107365e-05,-0.0017287226864981721,0.0039030581969159957,0.9999908851489971,2.016516923904419,-0.0001244411541847512,0.01609639823436737,0.00012168054672656581,-0.015999991446733475,-1.3131498235452455e-05
1762267313371848184,2.8607562084358906,0.01831384193970588,-0.0022777707071172664,-8.541991707216861e-05,-0.001713620673781212,0.0038828863886930867,0.9999909896598652,2.016517162322998,-0.00012399550178088248,0.01609594002366066,0.00012156863522250205,-0.0159998070448637,-1.3359706827031914e-05
1762267313424215491,2.8946049066862143,0.018577748750814645,-0.0023439455942998733,-8.522429708108527e-05,-0.0017268727376191075,0.0039043368998874224,0.9999908833588131,2.0165205001831055,-0.0001254513335879892,0.016097132116556168,0.00012184015213279054,-0.016001159325242043,-1.2015556421829388e-05
1762267313486250243,2.92845360482099,0.018841867891567374,-0.0024101801284036623,-8.519434981448398e-05,-0.001733199579530718,0.00391520818257047,0.9999908299109684,2.016512393951416,-0.0001247161562787369,0.016097433865070343,0.00012185373634565622,-0.015999330207705498,-1.2435756616469007e-05
1762267313561496668,2.9623025419531706,0.01910619198239512,-0.002476117143976807,-8.522634547523883e-05,-0.0017325191989978057,0.003915678139366862,0.9999908292471507,2.0165083408355713,-0.00012466864427551627,0.016096772626042366,0.0001219354962813668,-0.015998998656868935,-1.2514613445091527e-05
1762267313622067272,2.99615147815895,0.019370551368289506,-0.002542531002863677,-8.528610925570002e-05,-0.0017313303874717863,0.003916498877584987,0.9999908280868934,2.0165207386016846,-0.00012464489554986358,0.016098029911518097,0.00012205562961753458,-0.016001524403691292,-1.3434290849545505e-05
1762267313683970995,3.0300001764097724,0.019634869823968046,-0.002608705972223569,-8.520498348551142e-05,-0.0017236679896556778,0.003906549308942339,0.9999908802490496,2.0165040493011475,-0.00012486956256907433,0.016097698360681534,0.00012188222899567336,-0.01599789969623089,-1.2352982594165951e-05
1762267313752539135,3.0638488744295187,0.019899629702740538,-0.0026750002387724106,-8.529924470561532e-05,-0.0017225073006724276,0.003907350014831642,0.9999908791126545,2.016517400741577,-0.00012414266529958695,0.016098864376544952,0.00012206660176161677,-0.016001101583242416,-1.3769152246823069e-05
1762267313816239789,3.097697095612949,0.020164341153502855,-0.002741293569209177,-8.52900218820829e-05,-0.0017217234156750186,0.003907890221759958,0.9999908783524512,2.016505002975464,-0.00012437508848961443,0.016099825501441956,0.00012205060193082318,-0.01599879376590252,-1.280327433050843e-05
1762267313878854816,3.131545793748557,0.020429147610301956,-0.002807528240523002,-8.525951642816165e-05,-0.0017210580382687152,0.003908348494001994,0.9999908777094385,2.0165035724639893,-0.00012447602057363838,0.016099262982606888,0.0001221178099513054,-0.015998773276805878,-1.287722170673078e-05
1762267313943390158,3.165394492000102,0.020694062112416377,-0.0028737033288726275,-8.530225501001924e-05,-0.0017201506933667249,0.003908973463454511,0.9999908768241735,2.016510486602783,-0.0001244951708940789,0.01609962061047554,0.00012221050565131009,-0.016000470146536827,-1.3062283869658131e-05
1762267314009497163,3.199243191178333,0.02095917601274827,-0.0029394016207607366,-8.530711203141972e-05,-0.001726354839497232,0.0039199272967840645,0.99999082325372,2.016505241394043,-0.00012452737428247929,0.016100920736789703,0.00012226549733895808,-0.015999525785446167,-1.2837887879868504e-05
1762267314072851768,3.2330916508962613,0.021224353136306055,-0.003005635902849223,-8.528243638800208e-05,-0.0017326568748746542,0.003930773384053606,0.9999907697812331,2.01650333404541,-0.0001246958418050781,0.01610109768807888,0.00012237355986144394,-0.016000201925635338,-1.2393982615321875e-05
1762267314136238353,3.266940348800809,0.021489614054714893,-0.003071989873954897,-8.534898836705683e-05,-0.0017247870710101248,0.003921005774598755,0.9999908217272924,2.0165045261383057,-0.00012485207116696984,0.016101401299238205,0.00012242620869074017,-0.016000133007764816,-1.225360574608203e-05
1762267314207843856,3.300788569753361,0.021754930841341027,-0.0031384025343027897,-8.526635425520889e-05,-0.0017306802367109788,0.003932132138012499,0.999990767863592,2.0165083408355713,-0.00012526508362498134,0.01610369235277176,0.00012267648708075285,-0.01600194163620472,-1.2768584383593407e-05
1762267314273666078,3.334637030166423,0.022020355768091585,-0.003204279238659853,-8.519900741056132e-05,-0.0017301412168501556,0.0039325021764849075,0.9999907673469445,2.0164906978607178,-0.00012501014862209558,0.01610347256064415,0.00012250417785253376,-0.01599927432835102,-1.1889750567206647e-05
1762267314336682900,3.36848525158248,0.02228590543295198,-0.003270453527363755,-8.522035123159586e-05,-0.0017220115894039162,0.003922912032684839,0.9999908190452358,2.016502618789673,-0.00012487145431805402,0.016104718670248985,0.0001226514286827296,-0.016001686453819275,-1.2354739737929776e-05
1762267314401761026,3.402333473114631,0.022551693528285535,-0.0033365682591324627,-8.525710834715717e-05,-0.0017213528591373233,0.003923364287590413,0.9999908184019625,2.016493082046509,-0.00012476180563680828,0.01610497012734413,0.0001226861641043797,-0.016000593081116676,-1.217697990796296e-05
1762267314467173909,3.436181932485935,0.022817524404581242,-0.0034029814853310785,-8.522384095696969e-05,-0.0017272528533255227,0.003934484623995326,0.9999907645399637,2.0165023803710938,-0.0001250713103218004,0.0161069817841053,0.0001228077308041975,-0.01600305177271366,-1.2062510904797819e-05
1762267314534035460,3.4700299160633796,0.023083478323306386,-0.0034688573688473725,-8.524619043215639e-05,-0.001726722054897093,0.003934848667680999,0.9999907640223457,2.016484260559082,-0.00012472433445509523,0.016107268631458282,0.00012290473387110978,-0.016000306233763695,-1.2325077477726154e-05
1762267314605987552,3.5038781373642913,0.023349573731285815,-0.0035350913710323383,-8.535039607411273e-05,-0.0017188639970058834,0.003925071390781705,0.9999908159760503,2.016493558883667,-0.00012483603495638818,0.01610703021287918,0.00012295119813643396,-0.016002636402845383,-1.2414839147822931e-05
1762267314667688649,3.5377268361963896,0.023615747440990074,-0.0036009686880923335,-8.531070020050844e-05,-0.0017321970956521444,0.003946220104116214,0.9999907097379436,2.0164954662323,-0.00012482877355068922,0.016107268631458282,0.0001229674235219136,-0.016003979369997978,-1.2821156815334689e-05
1762267314733324246,3.5715750571500164,0.023881950846689575,-0.0036673815254374548,-8.524958067231075e-05,-0.0017241029094421882,0.003936643050533068,0.9999907614789045,2.0164966583251953,-0.00012553317355923355,0.016109555959701538,0.000123142875963822,-0.016004448756575584,-1.2016207620035857e-05
1762267314794947535,3.605423517795863,0.024148344372696057,-0.0037331392140906574,-8.525666082680744e-05,-0.0017234438336156158,0.003937094204902076,0.9999907608382569,2.0164873600006104,-0.0001249972265213728,0.016110047698020935,0.00012321378744672984,-0.016003316268324852,-1.2565545148390811e-05
1762267314860315312,3.6392719778627813,0.02441481979559342,-0.0037991949417603924,-8.523985012534562e-05,-0.0017223911681276752,0.003937814341511016,0.9999907598178314,2.0164954662323,-0.00012524783960543573,0.016111571341753006,0.00012326950673013926,-0.016005780547857285,-1.2466705811675638e-05
1762267314928961711,3.6731197225595653,0.024681343636509,-0.0038653088939628933,-8.515707278332159e-05,-0.0017217324734132861,0.003938264481445801,0.9999907591865222,2.0164809226989746,-0.0001254688686458394,0.016112569719552994,0.00012336415238678455,-0.016003858298063278,-1.200059341499582e-05
1762267314996462840,3.7069679435139324,0.024948157989805275,-0.003931721853272492,-8.526032451757523e-05,-0.001713643077521846,0.003928643817152493,0.9999908109156993,2.0164895057678223,-0.00012441445142030716,0.01611413061618805,0.00012350536417216063,-0.016006195917725563,-1.36903217935469e-05
1762267315060322145,3.7408159274398134,0.025214953859817528,-0.003997419091268517,-8.513070727914329e-05,-0.0017270800696634991,0.003949719725048467,0.9999907047874441,2.0164785385131836,-0.0001252759830094874,0.016114715486764908,0.00012350655742920935,-0.016005409881472588,-1.2281655472179409e-05
1762267315128036970,3.774664149552484,0.025481973223064246,-0.004063236046169951,-8.516016199852636e-05,-0.0017264271407989302,0.003950165768600559,0.999990704150531,2.0164787769317627,-0.00012482320016715676,0.016114700585603714,0.00012366096780169755,-0.016006028279662132,-1.3067142390355002e-05
1762267315190723994,3.8085123708546424,0.02574909681114556,-0.004129470253612208,-8.519646944726321e-05,-0.0017184763844395057,0.003940488924349757,0.9999907560210318,2.0164854526519775,-0.00012509511725511402,0.016115829348564148,0.000123675461509265,-0.016007909551262856,-1.2991181392862927e-05
1762267315267556107,3.8423605926201145,0.026016296815271713,-0.004195466058175671,-8.515541150348997e-05,-0.0017314864016824067,0.003961777045656197,0.9999906494693024,2.0164859294891357,-0.0001251604116987437,0.016118019819259644,0.00012383621651679277,-0.016008853912353516,-1.3092012522974983e-05
1762267315321333959,3.8762090530353728,0.026283534095716363,-0.004261343124335891,-8.519213280977504e-05,-0.0017379474826485686,0.003972392522945954,0.9999905961450296,2.0164718627929688,-0.00012514034460764378,0.016118254512548447,0.00012388521281536669,-0.016007430851459503,-1.2585210242832545e-05
1762267315389298189,3.9100572744535866,0.026550864449303938,-0.004327517768521623,-8.526630827111953e-05,-0.0017230251244607973,0.003952487094465557,0.9999907008366854,2.016481637954712,-0.0001259170676348731,0.01611916534602642,0.00012397435784805566,-0.016009943559765816,-1.1302842722216155e-05
1762267315462691395,3.9439054971455603,0.02681811111474838,-0.004393036746132449,-8.526528544632347e-05,-0.0017222335214359702,0.003953026525241533,0.9999907000681654,2.0164759159088135,-0.00012601583148352802,0.01612047851085663,0.00012402194261085242,-0.016009902581572533,-1.1257006917730905e-05
1762267315521289835,3.9777537193745167,0.02708552723330279,-0.004458794175705336,-8.524225816196927e-05,-0.0017215770191078238,0.0039534736352220545,0.9999906994330199,2.016472101211548,-0.00012584521027747542,0.016120843589305878,0.0001241327408934012,-0.016009770333766937,-1.165598769148346e-05
1762267315588106410,4.011602656510643,0.027353107227786503,-0.004524731841259901,-8.530872330100655e-05,-0.0017137676993653403,0.00394369895887372,0.9999907514378401,2.016477108001709,-0.00012553951819427311,0.01612131856381893,0.00012420734856277704,-0.01601172797381878,-1.2360273103695363e-05
1762267315657300862,4.045450878624198,0.027620856747917165,-0.004590548941923758,-8.530687655833743e-05,-0.001719999506819669,0.003954547786600706,0.9999906978948538,2.016477108001709,-0.00012561980111058801,0.016122255474328995,0.00012429189519025385,-0.016012314707040787,-1.2284345757507253e-05
1762267315721416486,4.079299100506205,0.027888658398313344,-0.004656485262061394,-8.523721114221889e-05,-0.001733059911342781,0.00397572128607071,0.9999905913948476,2.016474962234497,-0.00012594986765179783,0.01612401008605957,0.00012439709098543972,-0.01601315103471279,-1.2022781447740272e-05
1762267315785118000,4.11314732250419,0.028156601621636853,-0.004722362005928003,-8.528162842298032e-05,-0.0017324022088056664,0.00397616869455573,0.9999905907518046,2.016469717025757,-0.00012572514242492616,0.016124533489346504,0.00012445331958588213,-0.01601264998316765,-1.1989613085461315e-05
1762267315854044112,4.146995067434147,0.02842441443676764,-0.004788357006383626,-8.528020388305249e-05,-0.0017246357121929758,0.0039664418965895554,0.9999906428050355,2.016472101211548,-0.0001265371247427538,0.016125278547406197,0.00012452495866455138,-0.01601429283618927,-1.0684638255042955e-05
1762267315916038006,4.180843290242952,0.02869250861763691,-0.00485381654865189,-8.530171844732214e-05,-0.0017238436588706823,0.003966980139840044,0.9999906420338276,2.0164737701416016,-0.00012646574759855866,0.016126107424497604,0.00012464031169656664,-0.016015037894248962,-1.0905131603067275e-05
