timestamp (ns),x,y,z,orientation_x,orientation_y,orientation_z,orientation_w,linear_vel_x,linear_vel_y,linear_vel_z,angular_vel_x,angular_vel_y,angular_vel_z
1762267534573271458,1.7569937544557503,0.00682309904316941,0.0,0.0,0.0,0.0022757424417546887,0.9999974104948166,0.33185418139498446,1.756755999462463e-05,0.0,0.0,0.0,0.00012718166715236046
1762267534962693629,1.9638996331979635,0.00776432110907802,0.0,0.0,0.0,0.0022836660698529044,0.999997392431241,0.4086583348706082,1.6623474266196536e-05,0.0,0.0,0.0,0.000128026750995117
1762267535354385289,2.205603972998191,0.008869395013570302,0.0,0.0,0.0,0.002292821141580299,0.9999973714821518,0.5046683202749178,1.5748109318414956e-05,0.0,0.0,0.0,0.000128901806745662
1762267535745823246,2.378418159939365,0.009663407661714776,0.0,0.0,0.0,0.0023081276914391022,0.9999973362697323,0.5766700860005654,1.4857933759389985e-05,0.0,0.0,0.0,0.00013503911349379313
1762267536141205249,2.585934401920269,0.010620580604930263,0.0,0.0,0.0,0.002319576135315667,0.9999973097796576,0.6659420812586323,1.34994205575884e-05,0.0,0.0,0.0,0.0001382836092549707
1762267536530026375,2.828168696519229,0.011743345143774127,0.0,0.0,0.0,0.0023337680287245665,0.9999972767596861,0.7728230548705116,1.1462636170849803e-05,0.0,0.0,0.0,0.0001427731279787045
1762267536916456069,3.001240614153832,0.012548958920659435,0.0,0.0,0.0,0.002337442576571636,0.9999972681773692,0.8501770685351039,9.82479090513971e-06,0.0,0.0,0.0,0.00014105150950945107
1762267537314487093,3.2089390186424502,0.013519901196237687,0.0,0.0,0.0,0.002349610947931718,0.9999972396603869,0.9432840517123483,7.730631426742836e-06,0.0,0.0,0.0,0.00014491818113159744
1762267537703556059,3.416611339018573,0.014495066209783107,0.0,0.0,0.0,0.0023648202667269627,0.9999972038086437,1.0358983413551701,5.477700548597995e-06,0.0,0.0,0.0,0.0001514655376262737
1762267538103912348,3.624219906015919,0.015473894301004085,0.0,0.0,0.0,0.0023688814624412717,0.9999971941963722,1.1272403008618759,3.3905083788842627e-06,0.0,0.0,0.0,0.00014862622856850972
1762267538497269356,3.8317308238951933,0.01645672332887298,0.0,0.0,0.0,0.002376835262055306,0.9999971753230791,1.216610201068764,1.6076934959300283e-06,0.0,0.0,0.0,0.00014896190335769981
1762267538888377092,4.039113698764394,0.017442944385857737,0.0,0.0,0.0,0.0023834522530284674,0.9999971595736448,1.3033944306450362,3.247087486665814e-07,0.0,0.0,0.0,0.00014804286549950974
1762267539280867409,4.246343119206383,0.018433109713921966,0.0,0.0,0.0,0.00240054329862608,0.9999971186917848,1.3870701315705847,-1.5638452580620924e-06,0.0,0.0,0.0,0.00015666974183802305
1762267539675627716,4.453398368281002,0.0194263694345656,0.0,0.0,0.0,0.0024130438739100196,0.9999970886053932,1.4672055415214724,-3.9593904116825195e-06,0.0,0.0,0.0,0.00016103490878211
1762267540079192180,4.66026251257813,0.020422756064189963,0.0,0.0,0.0,0.0024200259116810316,0.999997071733006,1.543457455043823,-6.595825548334621e-06,0.0,0.0,0.0,0.00015993688114056826
1762267540475805463,4.866923562073225,0.02142184407019789,0.0,0.0,0.0,0.002424598571338119,0.999997060656564,1.6155682933273168,-8.312188492343806e-06,0.0,0.0,0.0,0.0001565179577769653
1762267540879552614,5.073374324500202,0.022424467664447403,0.0,0.0,0.0,0.0024359319355537457,0.9999970331134015,1.6833604019788233,-8.606703289832018e-06,0.0,0.0,0.0,0.00015994761448058636
1762267541274628371,5.279607716949649,0.023430901303581327,0.0,0.0,0.0,0.0024521467167771074,0.9999969934837202,1.7467253034795038,-8.689467992098258e-06,0.0,0.0,0.0,0.00016828993905975583
1762267541673689853,5.485621385048125,0.024438794609048235,0.0,0.0,0.0,0.0024452392104856438,0.9999970103981329,1.8056203531582693,-7.63767785652545e-06,0.0,0.0,0.0,0.00015295933901407447
1762267542077361629,5.691418847270336,0.025451090584304052,0.0,0.0,0.0,0.002459616791296365,0.9999969751380451,1.8600622614659899,-5.299360307858961e-06,0.0,0.0,0.0,0.0001596938494745213
1762267542479549691,5.897002033452202,0.02646701664942193,0.0,0.0,0.0,0.0024725990203915403,0.99999694312237,1.9101120170893893,-3.627610578407203e-06,0.0,0.0,0.0,0.00016474554213214307
1762267542876562614,6.102375877069609,0.027486113687533592,0.0,0.0,0.0,0.0024858608260613442,0.9999969102432035,1.9558719272598721,-2.322483683387837e-06,0.0,0.0,0.0,0.00017001646273484352
1762267543281409887,6.3075479582030995,0.02850759755955342,0.0,0.0,0.0,0.0024911717681651894,0.9999968970267965,1.9974780887820993,-5.581206170505788e-07,0.0,0.0,0.0,0.00016683929150635864
1762267543684016495,6.5125250687327885,0.02953252405747414,0.0,0.0,0.0,0.002498991303055192,0.9999968775163587,2.035090367530186,1.2159840799052887e-06,0.0,0.0,0.0,0.000166215898630305
1762267544085116435,6.717315055224103,0.03056132773009066,0.0,0.0,0.0,0.0025138425896649675,0.9999968402927253,2.0688883631770763,2.8326203560189125e-06,0.0,0.0,0.0,0.00017309177045242736
1762267544489586950,6.921926400941324,0.0315923464024562,0.0,0.0,0.0,0.002516346737466134,0.9999968339945366,2.09906574717531,5.8518621458510445e-06,0.0,0.0,0.0,0.00016670060208881068
1762267544894025924,7.126369509643733,0.03262802907274725,0.0,0.0,0.0,0.002532464384202933,0.9999967933069299,2.1258269607033045,7.420714046399707e-06,0.0,0.0,0.0,0.00017483767956844398
1762267545304256441,7.330654878866835,0.03366605108003296,0.0,0.0,0.0,0.00254000123596512,0.9999967741916578,2.149381321062671,9.927801533500034e-06,0.0,0.0,0.0,0.00017370882825195117
1762267545706589597,7.5347932591311615,0.0347083965431243,0.0,0.0,0.0,0.00255430123923301,0.9999967377672685,2.1699399932755403,1.081080369241639e-05,0.0,0.0,0.0,0.00017967469274682987
1762267546116644359,7.738793372093608,0.03575400985275137,0.0,0.0,0.0,0.0025674829208613987,0.9999967040102937,2.1877106847268144,1.013788318018619e-05,0.0,0.0,0.0,0.00018415407440886027
1762267546526437523,7.942664879863112,0.036802107987737705,0.0,0.0,0.0,0.0025730719498462343,0.9999966896448912,2.2028988576297857,1.005782154388571e-05,0.0,0.0,0.0,0.00018028205347970708
1762267546943101844,8.14641767542657,0.03785314688079982,0.0,0.0,0.0,0.002577724612293544,0.9999966776623926,2.2157050288800173,1.2151705218041115e-05,0.0,0.0,0.0,0.0001756737105848582
1762267547360710773,8.350062299678582,0.038908604778816504,0.0,0.0,0.0,0.002588055217925752,0.9999966509794865,2.2263238319113494,1.4171032076967898e-05,0.0,0.0,0.0,0.00017726691381454
1762267547767403464,8.587522586966452,0.04014520569608541,0.0,0.0,0.0,0.0026057023943561134,0.9999966051517535,2.2361943698195788,1.4757777551200568e-05,0.0,0.0,0.0,0.00018505025949631444
1762267548187192762,8.757062675701988,0.04103070970815338,0.0,0.0,0.0,0.002609537322069525,0.9999965951516858,2.241732526614358,1.5752706542023402e-05,0.0,0.0,0.0,0.00018083999997533807
1762267548614708024,8.960434212148352,0.04209736800065805,0.0,0.0,0.0,0.0026235771196104363,0.9999965584156265,2.246865660059992,1.641638005780622e-05,0.0,0.0,0.0,0.00018627391895223254
1762267549048319508,9.15762256975309,0.04312399434900506,0.0,0.0,0.0,0.0025913323844678603,0.9999966424926002,2.2437804494020663,1.4822836226483178e-05,0.0,0.0,0.0,0.00014047720794232798
